content_id,summary
542435,"5 km away from where world leaders are meeting for a Group of Seven (G7) summit in Carbis Bay in England's Cornwall this weekend has temporarily shut down due to a COVID-19 outbreak among staff members, Reuters reported on Thursday.Guests might have to sleep in a tentThe Pedn Olva hotel in St Ives, a town adjacent to the location of the three-day G7 leaders' meeting in Cornwall, southwest England, had shut temporarily on advice from health officials and the local authority, the owners said.The commitment follows growing calls for richer countries to step up their efforts to share Covid-19 shots with less developed nations, with charities warning the current situation is leading to ""vaccine apartheid""."
542435,"5 km away from where world leaders are meeting for a Group of Seven (G7) summit in Carbis Bay in England's Cornwall this weekend has temporarily shut down due to a COVID-19 outbreak among staff members, Reuters reported on Thursday.Guests might have to sleep in a tentThe Pedn Olva hotel in St Ives, a town adjacent to the location of the three-day G7 leaders' meeting in Cornwall, southwest England, had shut temporarily on advice from health officials and the local authority, the owners said.The commitment follows growing calls for richer countries to step up their efforts to share Covid-19 shots with less developed nations, with charities warning the current situation is leading to ""vaccine apartheid""."
542433,"Internet is a treasure trove of abundant pictures of animals, and one can never have enough of them.Taking to Twitter, a user named, @senpai_piyu, shared a picture of his Labrador pup wearing a red bindi on its forehead.The comments section was filled with a barrage of similar pictures and videos that are now going viral for all the right reasons."
542432,"The story is not different in states like Uttar Pradesh and Gujarat where COVID funerals are many times higher than the official death toll.In Uttarakhand, the high court has already asked the government to conduct an audit of Covid deaths in the state and submit its report by June 21.Even an audit may not reveal the real COVID-19 death toll in India especially in the rural areas where hundreds have died in small villages with COVID-like symptoms in the past couple of months but were never tested or treated due to the lack of facilities there."
542429,"Of late, we have seen a lot of negative news around singing reality show Indian Idol.The veteran singer recently made an appearance on the show along with Udit Narayan.”Unhappy with the situation around, Abhijeet even said that he spoke to Anu Malik and Manoj Muntashir asking If this is a joke?"
542428,"Yesterday, a Twitter handle by the name of @darktracer_int revealed that hackers have got their hands on the CoWin registration data of 150 million citizens across the nation and is being sold for $800 on the dark web.Moments after this dark web post went online, cybersecurity researcher Rajshekhar Rajaharia on his Twitter handle alerted the Twitterati that the CoWin portal wasn’t hacked and that the post was in fact a scam, “Some Fake #DarkwebLeakMarket are claiming to sell data of 150 Million COVID19 Vaccinated People of India.Also Read: 533 Million Facebook User's Private Data Leaked, 6 Million Are Indian UsersDr R S Sharma, Chairman of the Empowered Group on Vaccine Administration (CoWIN), clarified that ""our attention has been drawn towards the news circulating on social media about the alleged hacking of the CoWIN system."
542427,"Shaili, a certified fitness consultant, has been sharing her impressive workout regime with her social media fans.Sharing the story of this powerlifter granny, Instagram user Chirag Chordia had posted pictures and videos of her workout.Chirag had also shared videos of his grandmother lifting weights, doing squats, deadlifts, landmine presses and a bunch of other strength-training exercises."
542426,"Opener Shikhar Dhawan was named as captain of the Indian team that will travel to Sri Lanka for a limited-overs tour next month as the BCCI announced a 20-man squad, packed with youngsters, including six uncapped players.Out of favour spin duo of Kuldeep Yadav and Yuzvendra Chahal are also part of the squad that also has Pandya brothers -- Hardik and Krunal -- apart from two wicket-keeper batsmen in young Ishan Kishan and Sanju Samson.Shikhar Dhawan (Captain), Prithvi Shaw, Devdutt Padikkal, Ruturaj Gaikwad, Suryakumar Yadav, Manish Pandey, Hardik Pandya, Nitish Rana, Ishan Kishan (Wicket-keeper), Sanju Samson (Wicket-keeper), Yuzvendra Chahal, Rahul Chahar, K Gowtham, Krunal Pandya, Kuldeep Yadav, Varun Chakravarthy, Bhuvneshwar Kumar (Vice-captain), Deepak Chahar, Navdeep Saini, Chetan SakariyaIshan Porel, Sandeep Warrier, Arshdeep Singh, Sai Kishore, Simarjeet Singh."
542424,"He has saved the lives of so many people, and helped many others deprived of basic amenities like food, shelter, education, to lead a normal life.Continuing to help people, Sonu Sood is now working to set up oxygen plants in 18 states.He says he wishes to eradicate the problem from its roots so that be it the third wave or any other urgency, India will always have enough oxygen support."
542423,"Several animals that humans have close contact with, including cattle, dogs, pigs, and rodents can be carriers of the bacteria which then spreads through their body fluids like urine to water, soil, or food and can survive there for weeks to months.In humans, leptospirosis can lead to liver failure, kidney damage, respiratory problems, meningitis (inflammation of the membrane around the spinal cord and the brain), and even death.Heavy rains lashed Mumbai and its suburbs since Wednesday, causing flooding on roads and rail tracks and disrupting suburban train services as the south-west monsoon arrived in the city."
542422,"In a wedding to be solemnised in Tamil Nadu's Salem on Sunday (June 13), the bride named P Mamata Banerjee will marry groom AM Socialism.While explaining the unique naming tradition in his family, Mohan told The Indian Express, ""After the Soviet Union was dissolved, people were saying that communism has fallen and the ideology won’t prosper anywhere in the world.""Furthermore, Mohan revealed that in Kattur village, where majority of the people follow communism, it is not uncommon to find names such as Russia, Moscow, Czechoslovakia, Romania, Vietnam, Venmani, etc."
542421,"A Joint Task Force of eminent public health experts of India was constituted by the Indian Public Health Association (IPHA) and the Indian Association of Preventive and Social Medicine (IAPSM) in April 2020 to advise the Government of India for containment of the COVID-19 pandemic in the country.Fatalities recorded since March 1 this year account for nearly three of every five deaths from the virus reported since the beginning of the pandemic in early 2020.Nothing is going to be eased immediately,” Maharashtra Chief Minister Uddhav Thackeray said ahead of the start of the ‘five-tier' unlock process based on weekly positivity rate and occupancy of oxygen beds in districts."
542418,"As the world gradually recovers from the horrors of COVID-19 pandemic's second wave, we badly need activities that will help us regain our confidence in exploring the possibilities of victory and dismiss the gloomy thoughts of surrender.The teams, which have qualified this time include:Group A: Turkey, Italy, Wales, SwitzerlandGroup B: Denmark, Finland, Belgium, RussiaGroup C: Netherlands, Ukraine, Austria, North MacedoniaGroup D: England, Croatia, Scotland, Czech RepublicGroup E: Spain, Sweden, Poland, SlovakiaGroup F: Hungary, Portugal, France, GermanyMeanwhile, in Copa America, for the first time since 1993, the Copa América will not feature two guest nations after CONMEBOL announced it will host this summer's tournament with only the 10 South American nations – Argentina, Uruguay, Chile, Paraguay and Bolivia, Brazil, Colombia, Ecuador, Peru, and Venezuela.Australia and Qatar were slated to participate, but both national teams were forced to withdraw due to World Cup qualifying in Asia this summer."
542417,"Also Read: Engineering Student Who Ranked 4th In UPSC Chooses Indian Army, No Corporate JobResearchers reveal how existing methods of manufacturing fruit-flavoured chocolates use synthetic fruit flavours that aren’t considered to be as healthy, especially for kids.Also Read: Indian University Will Offer Free Tuition To COVID-19 Workers And Their ChildrenSamuel said in a statement, “The invention emerged from my personal experience.I am confident that manufacturers and chocolatiers worldwide would benefit from this and consumers will have access to better and completely natural fruit flavoured chocolates."
542416,"This Father’s Day, make your dad feel special, appreciated and loved with a gift that’s useful, thoughtful and affordable.The pack consists of four handcrafted blends of Darjeeling black tea, exquisite flavours that your dad will surely enjoy.This gift kit consists of seven packets of flavoured dry fruits that will keep your father healthy and your worries at bay too."
542415,"In just 15-20 minutes of screen space in a nine-episode web series, Uday Mahesh in the role of Chellam Sir stole the heart of the audiences.His popularity reminds us of Bob Biswas, an insurance agent by the day who is a hitman in Vidya Balan starre Kahaani.Mahesh said director Naveen wanted him to play the role of Salim bhai, a funny don, in the 2013 Tamil black comedy Moodar Koodam."
542412,"Researchers from Russia’s Institute of Physicochemical and Biological Problems have discovered a microscopic arctic animal who has been asleep for 24,000 years in the permafrost of Siberia and has just woken up.Also Read: Climate Change Saw Siberia Hit 38°C, May Be Hottest Temperature In Arctic CircleStas Malavin, one of the lead researchers explains the phenomenon, “It's a state, kind of, between life and death.Also Read: Record-Breaking Heatwave Hits The Arctic, As Russia Saw Its Hottest Winter EverStas added, ""Our report is the hardest proof as of today that multicellular animals could withstand tens of thousands of years in cryptobiosis, the state of almost completely arrested metabolism."
542411,"A man from the American state of Wisconsin has managed to break a world record for the most number of push-ups in one single year, and that for a good cause - to raise money for a charity.However, what was most noticed was my awareness of how my body felt and responded to the stress of thousands of push-ups each day,"" Carroll told Fox News.mental strength and the understanding that the body is a phenomenal creation, and if properly cared for and conditioned, can endure significant physical stress and accomplish tremendous feats,"" he added."
542408,"Sonu Sood is trying to eradicate the problem from its roots, and hence, he brought oxygen plants from France and other countries to install them in various parts of India.Taking to Twitter, actor Randeep Hooda requested Arunachal Pradesh Chief Minister Pema Khandu to help in resolving this matter.Fans Are Demanding 'Therapy Sessions' After Watching The Extremely Emotional Episode Of LokiThe God of Mischief has its own web series and it has already been declared as Marvel's best show so far."
542407,"It’s a gripping tale of unrequited love, where the protagonist experiences a world of misery after losing the woman of his dreams to another man.Our protagonist Kunal (played by Ritvik Sahore) was initially a happy-go-lucky person – he was moving from Indore to Mumbai for higher studies, his parents were uber proud of him, and his lady love Tara (played by Vedika Bhandari) agreed to be in a long distance relationship with him.More power to the director Samit Kakkad!Another hard-hitting character from the show is that of Reshma (played by Tithi Raaj) – a property broker by day and a call girl by night."
542406,"In today's edition of 'things that happen only in UP,' a priest who went to a government procurement centre to sell wheat grown on temple land was asked to produce the Aadhaar card of none other than God.The priest and chief caretaker of the Ram Janki temple, Mahant Ramkumar Das, said he wanted to sell 100 quintals of wheat in a government mandi.He arrived at the government mandi to sell the crops and was asked to produce the Aadhaar card of the deity in whose name the land was registered."
542405,"A small study in Georgia State University found that there was a reduction in gray matter volume in the frontal lobe of the brain in severe cases.""People with severe cases of Covid-19 who require oxygen and/or ventilator support with prolonged hospitalisation seem to be at a higher risk of developing neurological symptoms,"" said Dr Pavan Pai, neurologist, Wockhardt Hospital as told to India Today.Lesser gray matter is another risk factor for poorer outcome,"" said Dr BN Gangadhar, Director of National Institute of Mental Health and Neurosciences."
542403,"Around five lakh Indians have been cheated plus their sensitive data stolen through malicious “quick earning” apps running in the garb of an online multi-level marketing campaign.They also had schemes promising returns on an hourly and daily basis, and had investment options starting from Rs 300 to several lakhs.Explaining the origin of the operation, DCP Anyesh Roy said the Cyber Crime Cell had taken notice of various posts on social media by people about two apps: Power Bank and EZPlan."
542401,"Read moreHere's more top news of the day:1) Monsoon Gets To Tragic Start In Mumbai, 11 Die After Residential Building Collapses On AnotherAt least 11 persons have been killed and 7 more injured when a two-storied residential building collapsed and crashed on an adjoining tenement in Malad west in Mumbai on Wednesday night.Read more4) After Claiming Yoga And Ayurveda Can Cure COVID, Ramdev Finally Agrees To Take VaccineYoga guru and FMCG businessman Baba Ramdev who has been locking horns with the Indian Medical Association (IMA) over COVID-19 and Ayurveda has made a U-turn on his previous position on getting vaccinated against the pandemic.Read more5) Poem On Floating Corpses In Ganga: Gujarat Sahitya Akademi Criticises It, Points 'Anarchy'An editorial in the June edition of Gujarat Sahitya Akademi’s official publication, Shabdashrushti, has hit out at a poem by Gujarati poet Parul Khakhar on the corpses found in Ganga."
542399,"Rob Harle, a research scientist for Google Fit explains the idea, “Pop in some headphones during a Paced Walking session and we’ll play an audio beat -- a gentle background tick for you to fall in step with.Also Read: Fitness Bands Help Doctors Predict Lung-Disease In Patients And Help Save LivesAccording to Google, this should allow you to get the recommended 150 minutes of moderate physical activity (according to American Heart Association and World Health Organisation) every week.Harle added, “Studies show there is a lot of disparity when it comes to fitness; many people don’t have access to gyms or workout studios, or can’t afford equipment or online classes."
542398,"After posting a suicide note on Instagram, Delhi-based rapper Aditya Tiwari, better known as MC Kode, a popular name in the underground hip-hop circuit of the national capital, went missing on June 2.After the Delhi Police found him in Madhya Pradesh's Jabalpur, his mother has claimed that his six-year-old video, because of which he was severally being trolled, was circulated out of jealousy and enmity.They also abused my son over the video and gave a religious colour to it,"" his mother Deep Tiwari told ANI."
542397,"A Scottish fishmonger was ecstatic to receive delivery of a massive halibut - Campbell Mickel got the huge 6ft fish on June 4 and claimed that it took four guys to bring the halibut on to the window display at his fish market.It took four men to get it up there, it's not the easiest job in the world lifting the dead weight of a 77kg slimy fish,"" he said.He also said, ""We have filleted it now and started delivering it to our restaurant customers around Edinburgh, so it's fair to say halibut will be on the menu this week."
542392,"It was a tough decision for Bishnupriya to join Zomato delivery as a girl, knowing the risks involved in delivering food during night hours and travelling alone on the deserted street during lockdown.As we are struggling due to lockdown after her father lost his job, my elder daughter Bishnupriya has come forward to rescue the family.She still continues her college study from home, works as part time Zomato delivery agent, and also gives tuition to school kids in morning hours."
542387,"The God of Mischief has its own web series and it has already been declared as Marvel's best show so far.After getting captured by the TVA (Time Variance Authority), Loki is made to watch a series of events from the past.Not only that, but he also gets a glimpse at his own demise, a moment when he tries and fails to challenge Thanos, who chokes and kills Loki."
542383,"Starting this month, any employee will have an option to move from the US to Canada or from Europe, the Middle East or Africa to anywhere in the UK.And starting January next year, Facebook employees can permanently move between seven more nations in Europe, the Middle East or Africa.”Also Read: WeWork CEO Says Only Less Engaged Employees Prefer Work From HomeHe added, “I’ll be in the office a lot too, and I’m structuring my schedule to keep a good rhythm with our leadership team, as well as for planning and other key milestones."
542381,"Indian-Americans, who constitute the second-largest immigrant group in the US, regularly encounter discrimination and polarisation, according to a survey released on Wednesday.The survey found that religion plays a central role in the lives of Indian-Americans but religious practice varies.Trump's four years were marked by a significant spike in hate crimes and discriminatory behaviour in the US, including the mainstreaming of white supremacists."
542378,"Doolan said that the man has put dozens of pieces of paper lined with mayonnaise on his bonnet, windows, and roof.co. uk said that the dispute began as the man did not let Doolan park his car next to a block of residential flats and kebab shop.However, Doolan claimed that his car was not blocking the entrance and added that there was plenty of space for any emergency vehicle to pass."
542377,"Even since the mass rollout of COVID-19 vaccines in India began, the wastage of life-saving doses has been a concern.Kerala government had said that the state has been maintaining a negative wastage - meaning that even the doses that were allocated as 'wastage factor' are being utilized to inoculate people.States like Punjab, Delhi, Rajasthan, Uttar Pradesh, Gujarat and Maharashtra reported 7."
542376,"The report highlighted an increase in the number of children aged between 5 and 11 years in child labour, who now account for just over half of the total global figure, as well as a rise in those in hazardous work that is likely to harm their health or safety.Representational Image""This is what we have been able to measure prior to the pandemic,"" Claudia Cappa, one of the report's authors and senior adviser at UNICEF, told the Thomson Reuters Foundation in a video call from Geneva.Increased investment in rural development and decent work in agriculture, a sector that accounts for 70 per cent of child labour, are also key, according to ILO's director-general Guy Ryder."
542375,"Meena Kumari made the remarks during a public hearing of complaints related to women in Aligarh district.Their phones are not even checked and family members are unaware of these things,"" a report in Times of India quoted Meena Kumari as saying.Vice President of the Commission, Anju Chaudhary, termed Kumari's statement as wrong saying depriving girls of mobile phones is not a solution to sexual violence against them."
542373,"In one such instance of selfless dedication to the job, an eight-month pregnant doctor from Jammu’s Kathua district has continued to help her team in their fight against coronavirus.PHC Lakhanpur, at a centrally viable point, has been testing and providing regular OPD services, with the added task of vaccinating people as a part of government's drive.However, I didn’t have a second thought, I never wanted to give up my responsibilities and sit at home out of fear,"" she told India Today."
542372,"In an aim to revive traditional outdoor games that are slipping into oblivion, the Chaudhary Charan Singh University in Meerut is introducing games like 'gilli danda', marbles and 'stapoo' (hopscotch) for students doing Bachelors in Physical Education from the new academic session, as per IANS.At present, students of Physical Education are taught up to 25 games such as volleyball, wrestling, swimming, cricket and basketball.K. K. Pandey, Assistant Professor at the Physical Education Department at CCSU, said: ""This will provide recognition to games that we all loved as children but which are now getting lost."
542371,"In a series of tweets, Jani who is currently recovering in a Mumbai hospital said she started showing symptoms while in her little village high in the Himalayas in Munsyari Block of Pithoragarh district which has a population of around 8000.Even vaccination has been a big challenge in many remote villages due to the lack of awareness and fear created by misinformation circulated through Whatsapp.Neelam Kumari, a healthcare worker in rural Haryana told AFP that when she knocks on doors in villages the occupants sometimes run out the back, terrified that she wants to vaccinate them against Covid-19."
542369,"India's high society included the likes of Viceroy Lord George Curzon and they once danced away their nights to the sound of laughter of their ladies and tinkling of wine glasses, as live orchestras shipped down from Kolkata played in attendance.The historical bungalow which served as a retreat where the rulers of Bengal entertained the high and mighty, could not withstand the might of the storm surge the cyclone brought on May 26, Namkhana Block Development Officer (BDO) Santanu Singha Thakur said.Sir Andrew Fraser, had finished part of his planned retreat which boasted of a ballroom and a bar for the entertainment of the then capital of Indias high society, said Debisankar Middya, an archaeologist specialising in coastal Bengal."
542368,"Through ups and downs and wins and losses, the world around you might change, but parents' love and support are always around.For Boman Irani, too, her mother, who passed away peacefully in her sleep, will always be a shining star.Recalling fond memories from his childhood, he wrote, ""The longest arm that always dug deep into her pockets,even when there wasn’t much there."
542366,"On June 8th, one of Fastly’s customers, without his/her knowledge enabled this very situation while rearranging their internet connection via a ‘valid configuration change’.Fastly’s customers include tech giants like Cloudflare, Akamai that today hold data for most websites online.Also Read: Jio, Other Networks Shut Down Internet Services In New Delhi After ProtestsRockwell added, “This outage was broad and severe, and we’re truly sorry for the impact to our customers and everyone who relies on them."
542365,"To turn the celebration a whole lot wholesome this year, we have some of the best tricks up our sleeves that will leave your dad proud and happy.If your dad likes the occasional glass of whiskey or wine, we have the perfect portable MensXP Bar Essential Kit that he’d love.Or better yet, MensXP MUD’s Super 8 Value Pack is complete with all your essential grooming products like an aftershave, body wash, shaving cream, and more."
542363,"Speaking to Reuters, he said, ""I make these videos to enable people to communicate with those with hearing impairments, so they learn and benefit me.The main purpose of Oudah knowing sign language is to be able to communicate with his grandparents who are hard of hearing.He learnt this skill from his father, Ashraf Oudah, He is one of the most celebrated sign language interpreters in the country."
542360,"An unbelievably crazy love story has surfaced in Kerala where a man somehow managed to hide his lover from his family for 10 years while they all lived under the same roof.It all began in February 2010, when Sajitha, who was then 18 years old went missing after she left her parents' home in Ayilur village of Palakkad district.The story unravelled on Tuesday when Rahman, who had gone missing from his home some three months ago was spotted by his brother Basheer, driving a bike in a nearby town."
542359,"The match, between the Olimpia Elblag and PISA Primavera Barczewo in the Polish fifth division, had to be halted briefly and the referee saw the funny side by showing the parachutist a yellow card.Twitter/ZKS Olimpia ElblągThe players took evasive action and moved out of the way and the football commentator began laughing at the bizarre situation.The man from Milan had taken off in a wingsuit and a helmet featuring a camera from the nearby Reggio Campovolo airport and glided onto the pitch near the centre circle, thus interrupting the game."
542357,"There is a lack of sufficient safety and efficacy data with respect to Remdesivir in children below 18 years of age,"" the guideline said.""However, any additional information gained from HRCT scans of the chest often has little impact on treatment decisions, which are based almost entirely on clinical severity and physiological impairment.Therefore, treating physicians should be highly selective in ordering HRCT imaging of the chest in COVID-19 patients,"" it added."
542355,"All About The Many Biopics Being Made On Sushant Singh Rajput's DeathSingh's petition had sought Rs 2 crore damages for ""loss of reputation, mental trauma and harassment"".The Delhi HC was told on Wednesday that Nyay: The Justice does not depict Sushant’s caricature, name, or likeness as it is not a biopic on him.The Court, meanwhile, has directed the makers of biopics to submit details of royalty, licensing, profits made from the movies to the Joint Registrar."
542354,"Swami Shivanand arrived at a vaccine centre in Durga Kund, Varanasi and the medical staff got a shock when he showed his Aadhaar card.He hails from Kabir Nagar colony in the Bhelupur area and came to the centre alone for his vaccine dose.He told reporters that the reason he lived so long was 'simple food and regular life'."
542353,"The gas blowout in Tinsukia district last year has caused an estimated loss of over Rs 25,000 crore and destroyed around 55 per cent of the biodiversity in the area, an inquiry report prepared by a senior forest official said.“Baghjan is a case of an ecological disaster and there are chances that, in an attempt to arrive at monetary valuations for all the losses, the route of ‘shadow pricing’ was adopted.The soil has been contaminated with oil, grease and heavy metals and needs to be treated, while tea bushes need uprooting and output crop must be well-tested for harmful chemicals, the report said."
542352,"At a time when the number of new COVID-19 infections and deaths are reducing every day in India, the country quite literally shocked the world after 6,148 fatalities were reported in the past 24 hours.COVID-19 death toll in Bihar was on Wednesday revised drastically upwards by the state health department, which put the total number of fatalities caused by the pandemic at 9,429.Many relatives of COVID-19 victims in Bihar had alleged that they were given negative certificates even when their kin who died had all the symptoms to keep the death count low."
542350,"The chatbot allows users to make payments, recharge their Jio numbers as well as seek support to customer queries and complaints.To begin the conversation, just start by typing ‘Menu’ and within seconds the bot will respond with a series of options you can choose from.This chatbot also offers services like mobile number portability, customer support for Jio SIM, JioFiber, JioMart as well as info on international roaming."
542349,"Cooper Watson was lucky to escape without being bitten after a close encounter with three blacktip sharks at the Cocos Islands, in the Western Australia's coast, on Sunday, New York Post reported.The jaw-dropping clip shows Watson hooking a fish as he stood thigh-deep in the Indian Ocean's crystal clear waters.The blood attracts the sharks as they make their move again, prompting Watson to kick around in the shallows to scare them away as they darted around his legs."
542348,It is a dream come true when you taste success even after life throws all kinds of obstacles at you - Manu Chauhan is one such person who faced many roadblocks but now his path is clear as day and he is on his way to Stanford University.4 per cent in his board examinations and won an outstanding performance award in Assessment of Scholastic Skills through Educational Testing twice.On asking about his choice of program in International Relations and Economics he shared that his dream was to work in the United Nations for the children of the world.
542347,"Taking to Twitter, actor Randeep Hooda requested Arunachal Pradesh Chief Minister Pema Khandu to help in resolving this matter.""Dear @PemaKhanduBJP you took an applause-worthy stand to save #PakkeTigerReserve request you to please look into this problem of frontline warriors and release their rightful pending wages immediately.""Apart from payment of the due, workers are also demanding a monthy payout instead of periodic districution, a raise to Rs 11,000 per month and regularisation of the Special Tiger Protection Force (STPF)."
542346,"""Now you can make corrections to your name, year of birth and gender on your Cowin vaccination certificates if inadvertent errors have come in,"" the official handle of the Aarogya Setu app tweeted on Wednesday.The CoWIN vaccination certificates are used at the time of travel and helps in the access of several other premises.Earlier, the government had also allowed people who are vaccinated to update their status voluntarily on the Aarogya Setu app through a self-assessment process."
542344,"An editorial in the June edition of Gujarat Sahitya Akademi’s official publication, Shabdashrushti, has hit out at a poem by Gujarati poet Parul Khakhar on the corpses found in Ganga.What is the controversy?The poem is on bodies of suspected Covid victims found floating in the Ganga in Uttar Pradesh and Bihar and the publication has called it out for spreading ""anarchy"".The poem Shav Vahini Ganga, originally written in Gujarati, criticises the Narendra Modi government and talks about the suffering of Indians during the second coronavirus wave, according to The Wire."
542343,"At least 11 persons have been killed and 7 more injured when a two-storied residential building collapsed and crashed on an adjoining tenement in Malad west in Mumbai on Wednesday night.On Monday, one person had died and five others, including a woman, were injured after the wall of a four-storey building collapsed on an adjoining two-storey house in suburban Bandra.""There were 1,472 incidents of building collapse (in Mumbai city and suburbs) during 2015 to 2019 in which 106 people lost their lives while another 344 were injured,"" Urban Development Minister Eknath Shinde, had said in a written reply."
542342,"Cristiano Ronaldo found the back of the net as Portugal crushed Israel 4-0 ahead of defending their Euro title, as per AFP.Ronaldo's strike in the 44th minute was his 104th international goal in 175 games.Ali Daei still rules the roost with 149, but Ronaldo is getting closer."
542341,"Authorities in the southern Chinese province of Guangdong are carrying out mass testing and have locked down areas to try to control the surge in coronavirus cases in Guangzhou.However, clusters have emerged in parts of the country including major cities like capital Beijing and finance hub Shanghai.In the central business district, known as Zhujiang New Town, residents were asked to take a test at a site near their apartments between Friday and Sunday."
542340,"A low-pressure area is expected to form over the north Bay of Bengal around June 11.“Parts of eastern and western Uttar Pradesh may see some rain by June 13-14, meaning it could reach Delhi several days in advance.We will have to monitor its progress this week, but the current forecast for Delhi is an advanced onset of monsoon,” said Kuldeep Srivastava, scientist, IMD, and head, Regional Weather Forecasting Centre, Delhi."
542339,"Asian Games gold medallist Dingko Singh died after losing a battle with liver cancer, as per PTI.""My sincerest condolences on this loss May his life's journey & struggle forever remain a source inspiration for the upcoming generations.I pray that the bereaved family finds the strength to overcome this period of grief & mourning #dinkosingh,"" tweeted India's first Olympic-medallist in boxing Vijender Singh."
542338,"A tea vendor from Maharashtra's Baramati has sent a money order of Rs 100 to PM Modi asking the latter to get his beard shaved, Lokmat reported.Upset over the regular struggles, Anil More, owner of a small tea stall had some advice for the Prime Minister.He further went on to add that Prime Minister's position is the highest in the country and he has utmost respect and admiration for Narendra Modi."
542337,"Yoga guru and FMCG businessman Baba Ramdev who has been locking horns with the Indian Medical Association (IMA) over COVID-19 and Ayurveda has made a U-turn on his previous position on getting vaccinated against the pandemic.Also, people should practice yoga and Ayurveda which will prepare a protective shield against disease and will also prevent COVID casualties.But other life-threatening diseases, incurable disorders can be cured through ancient practices listed in Yoga Ayurveda, which is not a matter of argument,"" said Ramdev."
542336,"He even declared that the healthcare system in India has failed as he, too, was unable to fulfill the oxygen and other medical requirement and medicine needs of people.Sonu Sood is trying to eradicate the problem from its roots, and hence, he brought oxygen plants from France and other countries to install them in various parts of India.The first two oxygen plants have already been installed at Kurnool Government Hospital and District Hospital, Atmakur, Nellore, and now Sonu Sood is making provisions to install more such plants in about 16-18 states to permanently get rid of the oxygen problem."
542332,"In a shocking incident, a woman was arrested in Brazil allegedly for killing her husband before cutting his penis off and cooking it in a frying pan.According to a report in Daily Mail, Dayane Cristina Rodrigues Machado, was arrested in the Brazilian city of Sao Goncalo on June 7 following the discovery of her partner.After cops were called to the couple's house in the neighbourhood of Santa Catarina, they found the victim’s lifeless, naked and mutilated body inside."
542331,"""Now you can make corrections to your name, year of birth and gender on your Cowin vaccination certificates if inadvertent errors have come in,"" the official handle of the Aarogya Setu app tweeted on Wednesday.In the COVID review meeting, the Chief Minister said that with the use of the new software, the cause of death will be confirmed within a maximum of three days and the family will be informed.Rs 150 Cap On Service Charge May Not Apply To Off-site Camps By Private HospitalsEven as many private hospitals have raised concerns that the service charge for vaccination capped at Rs 150 may not be adequate for them to organise sessions outside of hospital, the ceiling may not apply to off-site camps, a government official said."
542329,"She further stated that they just wanted to ensure that it is safe for children, adults, animals and the environment.Also Read: 5G Is Safe: New Studies Can’t Find Evidence That 5G Network Causes HarmAfter the dismissal of the case on technical grounds, the court stated that the plaintiffs have abused and misused the process of law, resulting in waste of judicial time, while levying a penalty of Rs 20 lakhs that they were ordered to deposit with the Delhi State Legal Services Authority in a week’s time.PIB Fact Check shared a post on 5G rumoursA few moments later, PIB Fact Check has issued a small video, demystifying the myths and rumours surrounding the implementation of 5G in India and that it has no health effects on humans."
542326,"In a shocking incident, a jilted love allegedly used social media to take revenge after he was rejected by a woman.According to reports, the accused created a dozen Instagram profiles to harass a 23-year-old woman after she rejected his advances.The woman is a resident of Thaltej in Gujarat and works as a lab technician at a private hospital on SG Road."
542324,"Days after Delhi High Court dismissed her lawsuit and imposed 20 lakh as fine for abusing the process of law, she has released a video in which she says, ""all we are asking for is clarity on 5G"".Please certify it and publish your studies and research made on this on the public domain so that we get rid of this fear of ours.The plea filed by Juhi Chawla, Veeresh Malik and Teena Vachani claimed that 5G wireless technology can be a potential threat to provoke irreversible and serious effects on humans and it could also permanently damage the earth's ecosystems."
542323,"A BJP leader on Tuesday filed a complaint against Facebook-owned Instagram for allegedly displaying the Hindu god, Lord Shiva in a profane avatar in its GIF stickers.Twitter: Manish SinghAlso Read: Indian Govt vs Social Media: Timeline Of Events That Decide Your Online PrivacyUpon searching for Shiva stickers in Instagram’s Story section, one of the stickers showed Lord Shiva with a wine glass in one hand, a smartphone in the other and wearing headphones.The rules also highlighted that the intermediary will have to within 72 hours offer information to the government agency authorised for investigating cybersecurity incidents and violations of the law."
542322,"Reliance Industries (RIL) Chairman and Managing Director Mukesh Ambani and Adani Group founder and Chairman Gautam Adani have gone past the likes of Jack Ma and other Chinese billionaires on the elite list as per Moneycontrol.The Bloomberg Billionaires Index places Ambani at the 12th spot in the list for richest persons.The richest Chinese on the list is Zhong Shanshan, the founder and chairperson of the Nongfu Spring beverage company and owner of Beijing Wantai Biological Pharmacy Enterprise."
542319,"Fifteen women officers volunteered to join the army aviation, however, only two officers have deemed qualified after undergoing a stringent selection process that included the Pilot Aptitude Battery Test (PABT) and medicals, a statement said.On successful completion of training, the officers will join flying duties by July 2022.The headcount of women in the military has increased almost three-fold over the last six years, with more avenues being opened to them at a steady pace, government figures show."
542317,"The ring of fire eclipse is a rare phenomenon that occurs when the moon covers parts of the sun forming a cosmic halo around its edges.Parks Rapids EnterpriseAccording to officials, a very small part of the solar eclipse will be visible from the vicinity of Dibang Wildlife Sanctuary in Arunachal Pradesh at around 5:52 pm.Canada will witness it for about three minutes and Greenland will see it when the solar eclipse will reach its peak after which it will be visible in Siberia and the North Pole."
